userName,score,at,content,Label
Mr. B,5,2023-04-19 00:33:11,Selama ini sih mantap... Walau ada beberapa bug kaya frame drop di tempet ramai. Sama dalam quest kadang analog gak bisa di gerakkan. Harus keluar dan masuk game lagi .,Positif
Blood Moon.,1,2023-06-12 15:00:11,"Gimana si masa gw baru selesai tutorial pas ke desa ke 2 malah ngbug ga bisa di pencet!!! Udh coba relog tapi tetep sama entah icon yg ilang, menu misi yg ilang!! Masih banyak banget bug nya , benerin lagi secepatnya 😤😤😤😡",Negatif
Reza Pahlevi,2,2023-06-25 09:15:56,Tolong dong di perbaiki setiap update pasti gabisa masuk kalo pake provider kuota🤦‍♂️🤦‍♂️kalo bug masi sering sih tp masih bisa login lagi.. Tp klo udh ga bisa masuk game repot jg.. Soalnya sering keluar kota min tolong diperbaiki lah..,Negatif
Ibnu R. Sulaiman,1,2023-07-12 06:09:34,"Banyak bug, lagg, & stuck loading. Gak Fun apa-apa harus top up, udah top up pun kalo sial cuma bakar uang. Game modal hoki, gak bakal hoki juga sih kan udah setelan sistem. Ngerusak mental, game dzolim.",Negatif
Eko Jr,3,2023-06-15 13:30:50,"Kasih bintang 3 dulu soalnya setiap login di awal lama banget,,,terus yg lebih parahnya jaringan bagus tapi di ingame nya ngefreeze mulu jadi ga nyaman, tolong di perbaiki soal jaringan nya develop",
622 Game,2,2023-06-17 02:35:12,"Parah banget sering ngefreez padahal ram HP udh cukup gede, banyak ilang karakternya tiba"" cuma latar belakang saja. Ntah apa koneksi, atau device, atau masalah server.",Negatif
raesyainnit,2,2023-06-30 06:54:43,"Kecewa banget, gameplay seru banget, fps cukup tinggi untuk hp gw yang kentang, tapi setiap mau masuk ke in game 95% force close mulu, giliran gk force close pasti ada bug random yang bikin harus restart game, tolong diperbaiki para dev🙏, jangan event p2w elite fix bug sulit",Negatif
Milo 45,5,2023-06-16 05:50:53,"untuk game yang baru rilis sih aman aman aja kata gw mah, lancar main di HP juga.. mungkin kedepannya lambat laun bisa makin berkembang, saran.. buat yang HP nya kentang, mending jangan main dulu.. soalnya ini game lumayan besar juga kapasitas nya.",Positif
Ahmad Fatih,2,2023-06-26 10:39:25,"Tidak menyenangkan gap pemain free to play sangat jauh karena sistem pet dan kesulitan untuk mendapatkan item gacha apapun terutama pet legend hampir mustahil dan harus tunggu pity. Dan parahnya pet bisa ikut Guild league dan 3 vs 3. Saya harap ketika War of Emperium di rilis dapat mengutamakan kerjasama dan skill dari pemain. Keberuntungan itu tidak bisa didapat semudah dengan cara bayar, ada keringat dan darah dibalik itu seperti Ragnarok dahulu yang saya kenal.",Negatif
Stefan Lo,2,2023-07-03 00:51:39,"Drama nyanberry 300k wow parah betul. Visual nostalgia pada eranya karakter imut dan menggemaskan. Akan tetapi tahun sudah berlalu saatnya membuat visual 3d yang lebih baik dengan mesin unreal engine 5 dan sekelasnya, dengan harapan bisa bersaing dengan game MMORPG dikelasnya. Semoga tidak terjadi seperti era Nokia atau Blackberry",Negatif
YOU KNOW MAN,2,2023-07-11 06:07:12,"Grafiknya bagus, ceritanya bagus, namun saya cukup kecewa dengan game ini. Karena setiap saya menekan suatu seperti event, pengaturan dan lain lain. Tidak ada tampilan yang keluar dari layar saya, dan itu sangatlah menghambat waktu saya untuk bermain Ragnarok Origin. Saya harap developer bisa memperbaiki masalah yang sedang saya hadapi kali ini.",Negatif
Gliv Giver,1,2023-07-03 03:22:53,"GAME Ratusan Server, Efeknya Server lama jadi sepi, dan INTINYA INI GAME PURE/MURNI PAY TO WIN, UNTUK KALIAN FREE TO PLAY, JGN MAKSA MAIN KLO TIDAK PUNYA UANG.. nyari Duit ini dvlper. Aku main sudah jalan 2 bulan, lama kelamaan makin muak dan ga sanggup utk bersaing. Contoh nya S pet untuk f2p musti pity sampai 120x bru dpt. Card juga harus nunggu pity 100% bru dpt, aku 1 bulan kill skel worker baru 11%. LAMA BET LAH!! Sedangkan yg Pay to Win sangat enak, card apapun bisa di beli pake Uang.",Negatif
Ferdy Adrian,1,2023-06-14 14:06:14,"sinyal kartu padahal full, internet lainnya lancar, tp knp pas d in game jaringan malah merah, disconnect trus, malah kadang keluar k lobby game, tolong donk d perbaiki masalah jaringannya, nnti saya ksih bintang 5 lg..",Negatif
alfan him,1,2023-07-02 17:29:39,"Terlalu ampas gachanya, terlalu banyak event nya, terlalu mikir bnyak hal utk naikin cp, ngabisin waktu & duit buat game ini . Jadi ga fokus cari duit di real life !!! ckup tgl 23 Juni ga ngurus daah . Walau dah abis jutaan … Sekian thx",Negatif
jonathan henjaya,1,2023-06-29 18:04:15,"game nyaaa rusaaak setelah update, kenapa ada kolom ceklis setuju syarat dan ketentuan terus ada tulisan perbaiki, udah re-instal tetep gabisa, udah klik perbaiki gak terjadi apa apa, mau kirim foto buktinya gatau kirim kemana gaada alamat email ragnarok origin",Negatif
Muhamad Albar,3,2023-08-19 03:56:40,"Hari ini update lagi ya, sudah 5 x download hingga 3000mb gagal terus. Ada apa",
Red Black,1,2023-08-30 09:34:02,"Saya pake hp ram 8,jaringan ok masih tetep lag n loading lama..coba kasih pengaturan khusus utk hp.",Negatif
Rv Zx,1,2023-06-14 14:13:35,Sering bug joystick jadi g bisa gerak character nya tolong di perbaiki. Kok abis update malah g bisa masuk ke game malah update eror,Negatif
rida waskita,1,2023-08-19 14:41:03,Gak bisa masuk server gagal terus sampai harus download berulang kali ngabisin kuota aj server penuh gimana mau main,Negatif
Jeff OP,1,2023-08-11 07:20:13,Games ROO lebih sampah dari ROX sistem refina tergantung GM nya setting saja..klw GM nya gak kasih ampe berbulan2 gak akan berhasil untuk +15. Is no rondom only sistem refina 🖕🖕🖕🖕,Negatif
Devgo Go,1,2023-08-20 02:40:16,"Kelar update, 2 hari gk bisa login.. Tolong di betulkan",Negatif
Ris Qi,1,2023-08-18 09:03:57,Ini aplikasi kok aneh ya setiap gue login kok engak bisa masuk ke in gem,Negatif
Sullaik Alghotfani,4,2023-04-30 00:16:03,"Permainan yang bagus. Walaupun mengangkat tema permainan RPG yang sudah banyak bertebaran di mana-mana, game ini mempunyai jalan cerita yang bagus serta side quest yang bervariasi. Hanya saja permainan ini mempunyai auto-mode yang bisa menjadikan player jenuh dan sangat repetitif.",Positif
Laurensius Michael,1,2023-09-04 18:01:35,Masih menunggu untuk perbaikan di update selanjutnya,Negatif
wahyudin abdul majid,1,2023-08-27 00:15:15,tiap ada patch harus download ulang dari awal 3Gb++👎👎👎👎fix uninstall🖕,Negatif
Erizal,3,2023-07-16 02:34:26,"Untuk gamenya sudah sangat bagus,, hanya saja terlalu banyak waktu yg harus dihabiskan untuk grinding & event sehingga player tidak bisa menikmati game untuk mengobrol dll",
Alfian Nasrudin,3,2023-07-25 14:15:06,Game nya menarik seru cuma mau ngasih saran lebih dioptimalin masih suka lag sama patah patah,
St. C,1,2023-04-09 16:13:30,"UI nya terlalu rame,chatbox nya kebesaran, Guide nya ga jelas,kalau udah selesai ga bisa dilihat ulang lagi. Tampilan karakternya juga terlalu kecil",Negatif
RDJourney!,5,2023-08-10 01:35:54,Bagus sih cuma fiturnya terlalu banyak bikin pusing di tambah farmingnya itu loh bejibun astaga,Positif
P.u.T.u,5,2023-07-26 19:40:43,sering stuck loading di 0% pas mau pindah tempat atau kyk pas selesai time space gajelas banget game banyak bug nya tolol,Positif
Petrus Aliang,1,2023-07-12 04:16:06,"Game dak ade pak edah nya,download 3GB lebih,,,nunggu lama habis kan batrai aja,,,,giliran mau masuk game terputus koneksi terus,,,,",Negatif
Fuji Maikel,1,2023-07-27 13:54:09,Banyak sekali error / bugnya. Sering susah masuk,Negatif
Lukas Widiyanto,1,2023-07-13 14:33:11,"Ini game gimana sih.login game setengah jam ga masuk masuk.dc iya, Black desert mobile aja ga parah kaya gini",Negatif
yoga rizal,1,2023-07-05 00:42:35,"Game bagus Setiap dc saat patch, launcher selalu download resource dr awal, terus berulang tidak cuma 1x. Sangat bermasalah di launcher",Negatif
Kafha BSA,2,2023-08-20 08:59:59,"Niat ga sih bikin game...di donlod kok gede2 amat, tiap update 3 giga...hedeh, pas d donlod susah ke max nya...",Negatif
Pagar Jati,4,2023-04-06 22:41:09,"ada beberapa bug dimana terkadang saya tidak bisa menggeser analog maupun geser kamera,dan tolong tambahkan opsi sensitivitas karna menurut saya pergeseran kamera terlalu berat,untuk gamenya sndiri udh bagus sih,smoga cpet di fix bug²tersbut",Positif
Nub Daily,1,2023-05-17 06:13:02,"kekurangan: 1. suka lagging apalagi jam jam rame player 2. muncul job baru gak dapet tiket ganti job gratis? ayolah, region lain aja dapet. 3. region lain ganti job kalo lagi event dapet bonus tiket summon pet dll. SEA cuma double exp aja? kelebihan: 1. ragnarok.",Negatif
Agit Rizki,5,2023-05-01 23:21:58,"Gameplay bagus, story menarik, walaupun saya masih agak bingun dengan beberapa fitur tapi menurut saya game ini sudah bagus. Tapi saya menemukan terkadang sering terjadi bug saat akan berpindah lokasi, saya harap developer segera memperbaiki nya terimakasih.",Positif
Roy Adi Valencia,2,2023-05-25 11:33:22,"banyak bug nya,harus jadi download data ulang,force close sendiri, diusahain dong kalo abis update file file sampah nya gausah ngikut jadi bikin force close udh di cari file nya sampah udh di hapus juga tetep aja nongol lagi bikin force close, boros data download ulang mulu,padahal suka sama game tipe ginian tapi ya gitu, maintenance nya yang diurus apa sih? server baru mulu",Negatif
Riandika Adam Firdaus,2,2023-04-25 19:16:27,"Turunin bintangnya ah, karna tiba"" gak bisa login, padahal udah ditautkan ke FB.. Padahal ragnarok ini gameplaynya suka, bisa sekalian untuk nostalgia, dulu sering banget main Ragnarok di PC..",Negatif
하키우키우포,2,2023-04-06 20:04:16,"Ngebug mulu pas quest, bug pertama npcnya ilang cuman ada questnya, yg bug kedua npc muncul tapi questnya gak bisa di tap, walaupun di riset beberapa kali sama aja. Tolong perbaikannya developer untuk kenyamanan player, saya masih maklumin karena ini baru rilis tapi mohon di perhatikan bugnya.",Negatif
anime indo,4,2023-04-19 13:27:16,Aku ndak tau kenapa. Tapi ada bug. Dimana kita ngk bisa ngelanjutin misi awalnya. Soalnya ngebug jadi man bisa gerak kesana kemari. Tolong di perbaiki masa aku main macet di tutorial,Positif
Dhimas Rizky Firmansyah,3,2023-04-06 19:52:33,"Game nya udah bagus seru saat di mainkan tetapi masih terdapat banyak bug nya seperti di saat kita mati tombol ui nya tidak ada dan hanya terdapat karakter kita yang tergeletak dan hanya kameranya saja yg di gerakan, di saat memasuki bangunan terkadang terjadi hal yang sama, saya mohon untuk developer untuk segera memperbaikinya agar dapat di mainkan dengab nyaman.sekian dan Terimakasih . 🙏🙏",
Rickho Choco,3,2023-04-13 23:57:15,"B3 untuk sementara, sebenarnya game ini dh bgs dri sisi grafis maupun controlnya, tpi masih banyak Bug dan masih sering terjadi overall gamenya seru dan tolong diperbaiki",
Dzaka Arya Putera,5,2023-04-19 23:45:41,"Keren banget Sih ini game bikin ketagihan mainnya. Untuk selama ini sih saya mainkan tidak ada masalah ya di hp saya masih lancar - lancar aja, tetapi karena ini termasuk game berat ya jadi gk semua device bisa memainkan game Ragnarok. Kalian bisa aja menurunkan kualitas grafiknya biar lebih ringan oke🙂.",Positif
Rayadi Joyadria,1,2023-05-18 15:22:12,"-1 : game tidak mandiri, semua pemain wajib main bersama agar bisa berkembang -1 : gamenya terlalu menghabiskan banyak waktu terutama untuk pemain f2p yang naikkan exp. pasti lama, kartu walaupun ada item card book tetap saja cari kartu yang dibutuhkan pasti lama -1 : sangat p2w, yang f2p jangan harap bisa menyaingi p2w walaupun kalian memulai main bersamaan di server baru -1 : hp kentang saat perang guild hanya bisa melihat maksimal 40 pemain, jadi ada sebagian musuh tidak bisa dilihat",Negatif
Lapet The Postman,2,2023-04-08 23:26:12,"UI nya di rapihin lagi, untuk yang di PC client kurang bersahabat untuk UI nya terlalu besar spacing nya, more small more better, UX nya juga untuk yg di PC ga butuh wheel nya karna bisa WASD",Negatif
Foto-Foto Nic0 Hern4wan,1,2023-04-14 16:17:56,karakter saya stuck kena bug mati di endless tower lv 5 ngga bisa balik.. semua member grup dah out . saya ngga bisa balik.. ngga bisa dimainin lagi karena kalo login ngga bisa diapa2in karakternya .. bug mati di et lantai 5... gimanaa inii????,Negatif
Yogi Prasetio,5,2023-04-21 13:40:44,"Gamenya bagus, tapi masih ada yang kurang, masih ada bug dan ga ada misi atau quest yang buat nambah blessing buat nambah exp dan drop item, semoga game ini bisa memberikan kenyamanan bermain khususnya untuk free player, terima kasih",Positif
kkdibat,4,2023-04-23 05:57:45,"Untuk update terbaru masih di masalah yang sama, analock gak bisa di gerak kan, npc hilang, menu hilang, misi hilang, menu ada di buka gak bisa, kadang keluar sendiri dari aplikasinya, benerin lagi ya, saya belum nyelesain misinya masih di level 12. Edit: belum di uninstal masih menunggu perbaikan semua dan ubdate besar besarannya, terima kasih",Positif
agun apaan,4,2023-04-14 03:22:24,"Untuk kekurangan nya hanya di segi bug aja seperti mechanic mini map, battle combat, item balancing, quest/side, dan npc nya saja yang perlu di perbaiki",Positif
Yola oktavia Purba,3,2023-04-22 18:06:04,"Sebenernya gamenya bagus dari segi visual sama grafiknya tapi game ini itu bener' nguras energi karna selain lag parah, game ini juga saat login lama banget jadi capek buat nunggu padahal jaringan saya bagus.",
O Rifan,4,2023-04-06 12:41:30,"Wow gamenya sudah sangat bagus hanya saja kekurangan (Fitur Resolusi), (Fitur on/off particle effect shadow dan lain""), (on/off animasi tanamam dan lain""), dan tambahkan juga jarak pandang render view 😁🙏",Positif
Raymond Suryajaya,4,2023-04-16 09:54:43,"Sangat suka dengan vibenya yg sama saat masih jadi game PC. Sangat terbantu dengan fitur auto fight. Kritiknya mungkin bisa ada fitur sembunyikan pemain lain supaya tak terlihat terlalu penuh berkerumun saat bermain bersama, hanya party dan sesama anggota guild yg nampak utuh. Terutama saat ambil quest yg ada storynya.. kesannya jadi gak menghayati.. karena ada pemain lain yg seliweran.",Positif
sendy Dewantara,3,2023-05-14 07:32:10,Oke gua ralat untuk versi PC-nya kontrol klik kanan mouse seharusnya berjalan untuk merotate map. Tapi ini tidak berjalan. 2 untuk petunjuk atau klik mouse kiri pada npc. Di PC tidak berjalan baik. 3 pengaturan di android untuk 40 orang terlihat menbuat lagg parah android. Apalagi ketika memfarming mvp. Itu aja. Selebihnya oke. Walau gacha pet s sungguh pelit bagi f2p,
S Saefullah,5,2023-04-16 01:23:42,"Bug yang sama dengan player lain, analog dan tombol2 yang lain tidak berfungsi, karakter tidak keliahatan hanya ada namanya aja, jadi tidak bisa lanjut quest selanjutnya",Positif
Lumut Cantips,2,2023-04-16 00:23:28,"Game nya bagus, menarik. Sejujurnya di game ini suka lag dan load yg lama. sinyal wifi bagus, mungkin karna main sambil download ya? padahal bagusnya download dulu baru main. jadi nya pengalaman bermain enak. aku masih aja stuck di tutorial karena download sambil main. aku ga suka. semoga di update",Negatif
Dimas Fahrial,1,2023-05-14 05:11:48,"game sering error. chat box ga keluar, npc sering ga keluar sehingga membuat misi freeze, wrap sering error (nge freeze). game belum siap tayang tp kok uda di launching, payah. membuat experience jelek buat para pemain ragnarok dari pc. maaf bintang 1",Negatif
Shadow,1,2023-04-08 03:53:07,"Padahal ekspektasi saya akan sama dengan Ragnarok Origin Korea atau NA. Ternyata 180° Berbeda bahkan Grafisnya saja downgrade tidak ada efek tambahan saat mengeluarkan skill dan lainnya. Tidak seperti Ragnarok Origin yg lain. Meskipun sudah settingan HD tetap grafisnya tidak keluar efek sama sekali hanya bacaan ""Blessing"",""Magnus Exocimus"". Belum lagi sistem lainnya yg berubah drastis",Negatif
Ini Orang!!,3,2023-04-07 15:13:46,Gua kasih bintang 3 dlu... Perbaikin dong koneksinya padahal sinyal gw aman aman aja tapi keseringan keluar tiba tiba ( bukan force close ) gegara koneksinya.. Klo bisa sih tambahin aja dual connection jadi make wifi dan data seluler itu aja dlu,
Aditya,2,2023-04-15 11:06:26,"Game masih banyak bug, mau di PC sama mobile sama sama punya bugnya sendiri. Droprate item yang masih ampas, masih banyak keterbatasan di dalam gamenya, ya game MMORPG mobile emang kayak gitu sih, developer nya fokus nyari duit doang.",Negatif
eko sasmita,5,2023-04-18 06:38:58,"Udah bagus dari grafik sama mode playing nya Cuma untuk armor dan senjata masih terbatas apa lagi senjata yg crafting masih sedikit Tp mudah²n kedepan makin banyak armor,senjata dan card dengan berbagai macam atribute terlebih untuk PVP nya",Positif
XI-APT Muhammad firman,4,2023-04-10 18:28:45,"Sering terjadi bug saat ingin berpindah dari 1 sisi ke sisi lain seperti hanya diam saja, padahal internet dan HP saya sudah lumayan, mungkin untuk kedepannya lebih di optimalisasi lagi untuk berpindah tempatnya",Positif
yuda pratama,3,2023-04-09 03:26:28,Menyenangkan dan mudah bagi pemain baru. Simpel karena bisa auto mode ( bagi yang sibuk ). Tapi sensasi berjuang utk leveling up ( berjam-jam & berhari-hari nonstop ) jadi hilang.,
